Index	Address	Amount	Minted
1	0x58C1E609f17753425927FE3bcA8EdA4057D0bF84	3.493608187418013	0
2	0xa15496e6b4840C14dED597b58A520C827431949a	5.312968003815889	0
3	0x3c2F3236FD37e70C35c9B279524A39BBEF05DfCc	1.9704071082021786	0
4	0x2e4E21fCa6E1aCEdEbeF140c002eD066e5aCee86	1.4525508542971752	0
5	0x6888E273834F10E1a57DA8158228909f6599Bb97	3.2653363707338117	0
6	0xb87a454FA5B15993321aBCc969c33F41E64D50e3	1.828233185351353	0
7	0xa66b729E2d758040F869eD0578461dde56CFb11A	1.6886568383316978	0
8	0x3A7237862F681C77bee445f36929a09c51F0821c	3.242670120302049	0
9	0x9b7048Cd1763935F4C8A076470f13B3d62fBeaab	2.3148780922894696	0
10	0x782F8355137c6173723523107108118Ed31Af8F0	2.105081838633102	0
11	0x18B8e90de49965D23F5b40E45e62C9dB20461d71	2.4634686986386987	0
12	0x0dd42Ae67e9188FF41CeAb5F57Aef06C5BF2b53D	2.160498534187951	0
13	0x2FaDFA95FC22fd35e2FBE075f8f037C3c39181e1	1.4666406568327484	0
14	0xEaC8010CbC0d8136Ef88Aa8dB4a5bED8D7E541c2	2.4584985500098657	0
15	0xe2e9941E2205096016A847A0AB54a758B74D80F0	1.2326559322918145	0
16	0x71B67e8f98690e31d116679f7a4d578685FB6E39	2.5623975398437855	1
17	0xEaDAb46Fd0c3C2897E7f10b6Cb00ba42728dBf7c	2.119083797459644	0
18	0x3Ec33107C2b601407497F6d9c1D316cD9D55B3CD	1.7330213541897712	0
19	0xd82eE70F4885c740E9822cbeF05c3F6FB573144B	1.947665763017759	0
20	0x12c607badF6d9B07C53DAaCAA930D2DE2bB4cEB8	2.72917486636171	0
21	0x7D757470156Aa1E2B7cf88d7e33231fd30dA6486	2.0748488286289426	0
22	0xd60c59f870Cf9B41E19BC35D10791F30bc926Df4	1.1731553215092847	0
23	0x956Ae58Ec43E8F5c5B2583D709189968aaA24216	1.6464821974162853	0
24	0x883cdfD473276961771A465f323a4AC71633Ec27	3.228208930639094	0
25	0xbb885b66bbA166d8A108E427CF3c7658F6aB9959	2.472220082853757	0
26	0xCB561F62d097f9DBb65D7a4afa6528d9a3470606	1.3109387979632385	0
27	0x2463a1FCC984918aFA21df7ceaBb89ce0fc99B21	1.5963294505495247	0
28	0xA320C4Db97046Dfbc9fBBf39236c6E4cd6bA8960	1.5164007389787926	0
29	0xc917DBb2EfBE3C219539a31eA7921A25C3fA0aEB	2.0069495061655616	0
30	0xBBDd4F0d4193b65eF44bC98c897335a747062980	1.3390175474561252	0
31	0xc63D0405BA75Df0cF7D761910118c1A72E5035c2	3.5665163516453906	0
32	0x02B94Ec9aCE532350cEec34688D66b169DD130c3	2.0475036930167905	0
33	0x69636adD7BfEc285BD34fD17ecE64d822ED2E867	2.3589580317942414	0
34	0xA96eF787475830F9f251b2BdDFf28B98d20cFEEE	2.145496881063801	0
35	0x8cFebf8e44A931c82BcE19AFeA040EBc835C4e9a	2.6283167200992628	0
36	0xe4fe050d8048B0F0aB096ae4f19cEBc8b6D4D861	2.8587699387645764	0
37	0x84Ec9E1A5d281550e87B127EcdD9aEA60C27F9DC	2.436214505177185	0
38	0x74174Bdb407acF271489cb05B5C0e5a55f8F7291	1.8021145680186046	0
39	0xd3D06d6617d1d3dDBA18Bf536e85605786FF593a	1.6914961544149105	0
40	0xE8D52b5D776A17593565E6E21B41C1996c478a88	2.345064727627863	0
41	0x3013761603A864267219aF278C9A24D3Ad3C2347	4.381592712283223	0
42	0xb643b5fb7341acBd9968b1528529a49F80B94E43	2.77682571278437	0
43	0xAD24ee567fF868AaC79E950fB1C1d9B405878eF9	1.6860299398838556	0
44	0x3b136275b7c83DDE613887725D3174B1690961b5	1.8745747079323611	0
45	0x1CAb3A4C9731516fF6C4Af3EdD653178D4bbfBB3	2.300141201474619	0
46	0xeD89458F761C3E207C3047d0E61B7f3f7D74ab82	1.8233271371898447	0
47	0xDAfF83e41356be4f4A2E1Ed7CD2EA9cD4F133CaA	1.7955570796197775	0
48	0x3B918C9E17E05178D0F286739cCc98EaA72b03B9	2.4540328809017047	0
49	0xb88627980b9D1B142bfaF5eFa05641B70E05aff7	3.046107267740667	1
50	0x27deb5ee10a30Fc5D2C615599463253404B04A2B	3.2432368082401477	0
51	0x678b1a5678604a71f5159C4CF69563a6E289c404	1.57474383840354	0
52	0x64AcD05939825A56Ff49Ba9d054B23B74CDDa4AD	2.79912139880653	0
